,Gene,AF16_Control,AF16_Treatment,HK104_Control,HK104_Treatment,log2foldchange_control,log2foldchange_treatment
19709,WBGene00089172,24,9,23,11,0.06140054466414327,-0.2895066171949848
19710,WBGene00089173,18,1,21,1,-0.22239242133644802,0.0
19711,WBGene00089174,14,2,22,3,-0.6520766965796931,-0.5849625007211563
19712,WBGene00089175,20,12,40,18,-1.0,-0.5849625007211563
19713,WBGene00089176,107,42,151,71,-0.49693775292393205,-0.7574296967259218
19715,WBGene00089178,4,1,5,3,-0.3219280948873623,-1.5849625007211563
19716,WBGene00089180,8,1,4,3,1.0,-1.5849625007211563
19719,WBGene00089183,2,1,10,1,-2.321928094887362,0.0
19721,WBGene00089185,3,1,2,1,0.5849625007211562,0.0
19722,WBGene00089186,6,7,8,8,-0.4150374992788438,-0.19264507794239588
19723,WBGene00089189,2,1,3,1,-0.5849625007211563,0.0
19724,WBGene00089190,213,303,244,317,-0.196027717337048,-0.06516504666645626
19728,WBGene00089195,1,5,1,3,0.0,0.7369655941662062
19730,WBGene00089199,35,44,25,25,0.48542682717024166,0.8155754288625726
19735,WBGene00089209,8,1,6,1,0.41503749927884376,0.0
19737,WBGene00089211,4,3,7,1,-0.8073549220576042,1.584962500721156
19738,WBGene00089212,36,15,18,16,1.0,-0.09310940439148147
19744,WBGene00089218,1,1,1,1,0.0,0.0
19745,WBGene00089219,5,1,8,1,-0.6780719051126377,0.0
19751,WBGene00089225,2,1,1,1,1.0,0.0
19752,WBGene00089226,2,1,1,1,1.0,0.0
19755,WBGene00089229,3,1,3,1,0.0,0.0
19756,WBGene00089230,6,3,6,3,0.0,0.0
19758,WBGene00089232,35,14,28,10,0.32192809488736235,0.48542682717024166
19760,WBGene00089234,10,1,17,3,-0.765534746362977,-1.5849625007211563
19765,WBGene00089240,15,1,1,1,3.9068905956085187,0.0
19766,WBGene00089241,211,172,162,185,0.3812491858225604,-0.10511670581421412
19767,WBGene00089243,19,3,1,1,4.247927513443585,1.584962500721156
19768,WBGene00089244,1,2,1,1,0.0,1.0
19769,WBGene00089250,14,10,11,2,0.3479233034203068,2.321928094887362
19771,WBGene00089253,272,277,183,277,0.571763002966297,0.0
19772,WBGene00089255,5,9,2,1,1.3219280948873624,3.169925001442312
19773,WBGene00089257,36,5,37,3,-0.03952836418663734,0.7369655941662062
19775,WBGene00089260,9,1,4,3,1.1699250014423124,-1.5849625007211563
19776,WBGene00089261,769,370,736,374,0.06327783190481351,-0.015512999371324597
19777,WBGene00089262,7,1,3,1,1.222392421336448,0.0
19778,WBGene00089266,45,22,34,19,0.40439025507933524,0.21150410519371182
19780,WBGene00089269,27,43,14,18,0.9475325801058645,1.2563397532597855
19781,WBGene00089270,1,1,1,1,0.0,0.0
19782,WBGene00089271,35,31,9,11,1.959358015502654,1.494764691749578
19787,WBGene00089290,2,1,7,3,-1.8073549220576042,-1.5849625007211563
19790,WBGene00089308,54,23,76,41,-0.493040011280117,-0.8339900485610707
19791,WBGene00089309,2,1,1,1,1.0,0.0
19793,WBGene00089311,1,1,3,1,-1.5849625007211563,0.0
19800,WBGene00089321,60,14,13,2,2.206450877467426,2.807354922057604
19806,WBGene00089327,1,1,1,1,0.0,0.0
19807,WBGene00089328,14,11,2,3,2.807354922057604,1.874469117916141
19808,WBGene00089330,25,13,1,1,4.643856189774724,3.700439718141092
19815,WBGene00089338,10,16,1,1,3.321928094887362,4.0
19817,WBGene00089341,6,1,1,1,2.584962500721156,0.0
19820,WBGene00089344,28,33,6,3,2.222392421336448,3.4594316186372973
19821,WBGene00089345,20,6,35,2,-0.8073549220576042,1.584962500721156
19822,WBGene00089346,46,10,67,15,-0.5425272344007596,-0.5849625007211563
19823,WBGene00089347,2,7,1,1,1.0,2.807354922057604
19824,WBGene00089348,32,67,25,16,0.35614381022527536,2.0660891904577725
19825,WBGene00089350,15,9,4,1,1.9068905956085185,3.169925001442312
19826,WBGene00089351,11,3,19,1,-0.7884958948062882,1.584962500721156
19827,WBGene00089352,6,6,1,3,2.584962500721156,1.0
19832,WBGene00089357,1,1,47,6,-5.554588851677638,-2.584962500721156
19834,WBGene00089359,56,5,35,10,0.6780719051126377,-1.0
19837,WBGene00089368,85,56,51,26,0.7369655941662062,1.1069152039165118
19838,WBGene00089369,62,38,88,30,-0.505235308250422,0.3410369178350669
19839,WBGene00089370,39,121,17,43,1.197939377611909,1.4925984825724967
19842,WBGene00089373,8,1,1,1,3.0,0.0
19843,WBGene00089374,1,2,1,1,0.0,1.0
19848,WBGene00089379,1,8,4,2,-2.0,2.0
19854,WBGene00089386,58,32,17,15,1.7705181538772325,1.0931094043914815
19855,WBGene00089387,28,10,1,2,4.807354922057604,2.321928094887362
19860,WBGene00089393,218,243,3,4,6.18322182405577,5.924812503605781
19862,WBGene00089397,31,3,22,1,0.49476469174957804,1.584962500721156
19864,WBGene00089400,316,228,11,8,4.844349129539806,4.832890014164741
19866,WBGene00089402,6,14,64,60,-3.415037499278844,-2.0995356735509145
19868,WBGene00089404,25,23,47,37,-0.9107326619029127,-0.685891409571937
19870,WBGene00089406,114,67,32,16,1.8328900141647417,2.0660891904577725
19871,WBGene00089408,9,12,1,1,3.169925001442312,3.584962500721156
19873,WBGene00089411,111,70,42,44,1.4020984435713457,0.6698513983076692
19874,WBGene00089412,22,15,1,1,4.459431618637297,3.9068905956085187
19875,WBGene00089413,142,59,141,110,0.010195767105888364,-0.8987166641628184
19876,WBGene00089414,17,9,1,1,4.087462841250339,3.169925001442312
19878,WBGene00089417,15,7,3,2,2.321928094887362,1.8073549220576042
19879,WBGene00089419,7,5,2,1,1.8073549220576042,2.321928094887362
19880,WBGene00089420,11,13,2,1,2.4594316186372973,3.700439718141092
19882,WBGene00089422,52,43,49,33,0.08572987402588404,0.38187063534364446
19883,WBGene00089423,9,7,1,1,3.169925001442312,2.807354922057604
19887,WBGene00089427,34,15,5,8,2.765534746362977,0.9068905956085185
19889,WBGene00089433,77,21,4,9,4.266786540694901,1.222392421336448
19890,WBGene00089434,2,2,1,1,1.0,1.0
19891,WBGene00089435,142,150,22,32,2.690315500867385,2.228818690495881
19892,WBGene00089437,48,30,1,1,5.584962500721156,4.906890595608519
19898,WBGene00089445,9,4,1,2,3.169925001442312,1.0
19899,WBGene00089446,9,1,1,3,3.169925001442312,-1.5849625007211563
19900,WBGene00089447,35,32,6,4,2.5443205162238103,3.0
19903,WBGene00089450,81,31,2,1,5.339850002884624,4.954196310386875
19905,WBGene00089453,88,63,7,9,3.652076696579693,2.807354922057604
19906,WBGene00089455,8,5,3,1,1.4150374992788437,2.321928094887362
19907,WBGene00089459,118,79,132,97,-0.1617510699966122,-0.29613209401002477
19909,WBGene00089462,14,2,10,2,0.48542682717024166,0.0
19910,WBGene00089463,36,15,63,23,-0.8073549220576042,-0.6166713604484944
19912,WBGene00089467,19,1,5,1,1.925999418556223,0.0
19913,WBGene00089469,11,10,12,10,-0.12553088208385899,0.0
19914,WBGene00089470,1,3,2,6,-1.0,-1.0
19915,WBGene00089471,2,1,1,1,1.0,0.0
19918,WBGene00089475,1,4,1,1,0.0,2.0
19928,WBGene00089488,1,2,2,1,-1.0,1.0
19929,WBGene00089489,14,12,6,8,1.222392421336448,0.5849625007211562
19930,WBGene00089490,18,8,3,4,2.584962500721156,1.0
19931,WBGene00089491,2,1,9,2,-2.1699250014423126,-1.0
19934,WBGene00089495,9,18,22,10,-1.2895066171949847,0.8479969065549501
19938,WBGene00089503,90,57,88,43,0.03242147769237742,0.40662525946264366
19941,WBGene00089506,27,13,35,17,-0.37439551478149785,-0.38702312310924736
19943,WBGene00089509,44,11,28,11,0.6520766965796931,0.0
19945,WBGene00089511,127,63,107,39,0.24721770037101892,0.6918777046376682
19946,WBGene00089512,8,6,10,5,-0.3219280948873623,0.2630344058337938
19948,WBGene00089514,8,3,3,1,1.4150374992788437,1.584962500721156
19951,WBGene00089518,1,1,1,1,0.0,0.0
19954,WBGene00089521,5,1,2,1,1.3219280948873624,0.0
19956,WBGene00089523,2,3,7,3,-1.8073549220576042,0.0
19957,WBGene00089524,125,59,50,34,1.3219280948873624,0.7951802081115019
19958,WBGene00089525,13,1,29,1,-1.15754127698648,0.0
19959,WBGene00089526,11,3,16,4,-0.5405683813627028,-0.4150374992788438
19960,WBGene00089527,97,18,61,4,0.6691755046242414,2.169925001442312
19961,WBGene00089528,6,6,5,1,0.2630344058337938,2.584962500721156
19964,WBGene00089532,11,4,15,3,-0.4474589769712214,0.41503749927884376
19972,WBGene00089543,11,1,1,1,3.4594316186372973,0.0
19975,WBGene00089546,64,76,60,46,0.09310940439148145,0.7243655573865726
19983,WBGene00164982,64,17,49,51,0.38529015588479165,-1.5849625007211563
20816,WBGene00185952,7,1,2,1,1.8073549220576042,0.0
20942,WBGene00194763,364,290,325,228,0.16349873228287956,0.34701907585019276
20943,WBGene00194889,430,360,361,305,0.2523378227022892,0.23918766387942605
20944,WBGene00195066,321,272,256,236,0.32642948712230313,0.2048197918884982
20945,WBGene00195105,735,853,782,904,-0.0894243575836255,-0.08377703109689744
20946,WBGene00195251,1,1,62,185,-5.954196310386875,-7.531381460516312
20952,WBGene00219240,664,777,77,123,3.1082528906520235,2.65925628306847
20953,WBGene00219320,1,1,60,62,-5.906890595608519,-5.954196310386875
20955,WBGene00249809,333,145,457,183,-0.4566719879868076,-0.335790748269108
20956,WBGene00249810,1361,1171,1263,1144,0.10781242771644256,0.03365402372282559
20966,WBGene00250017,3,2,2,1,0.5849625007211562,1.0
20968,WBGene00250019,3,4,3,5,0.0,-0.3219280948873623
21052,WBGene00250103,1,9,1,8,0.0,0.16992500144231237
21098,WBGene00250149,7,4,1,1,2.807354922057604,2.0
21151,WBGene00250204,1,5,1,6,0.0,-0.2630344058337938
21156,WBGene00250209,3,1,2,1,0.5849625007211562,0.0
21168,WBGene00250223,2,1,3,1,-0.5849625007211563,0.0
21227,WBGene00250282,1,4,1,2,0.0,1.0
21268,WBGene00250323,1,1,1,2,0.0,-1.0
21335,WBGene00250390,1,11,1,10,0.0,0.13750352374993502
21396,WBGene00255554,1107,823,998,443,0.14954350144429163,0.8935857318666073
21422,WBGene00270337,46,55,41,20,0.16600995143892933,1.4594316186372973
21424,WBGene00270339,532,463,483,413,0.13940305666541644,0.16487041184079093
21425,WBGene00270340,378,348,126,147,1.584962500721156,1.243271151012364
21427,WBGene00270342,269,245,214,278,0.32999537615547714,-0.18230313372093693
21430,WBGene00270345,364,297,407,388,-0.16109034406755085,-0.385593721386362
21431,WBGene00270346,3,17,5,11,-0.7369655941662062,0.6280312226130421
21433,WBGene00270348,4,1,1,1,2.0,0.0
21436,WBGene00270351,432,408,481,516,-0.15500558160657332,-0.3388019134517586
21437,WBGene00270352,22,658,1,1,4.459431618637297,9.361943773735241
21440,WBGene00270355,524,653,402,546,0.38237131035852173,0.2581820406265783
21442,WBGene00270357,546,634,648,660,-0.24709286196477234,-0.057983184106408577
21443,WBGene00270358,151,68,117,31,0.3680400197416745,1.1332665308634642
21445,WBGene00270360,8,5,6,1,0.41503749927884376,2.321928094887362
21446,WBGene00270361,13,5,8,2,0.7004397181410922,1.3219280948873624
21450,WBGene00270365,1,3,7,132,-2.807354922057604,-5.459431618637297
21454,WBGene00270369,56,43,68,41,-0.28010791919273537,0.0687127500840143
21456,WBGene00270371,896,813,859,730,0.06084060091914045,0.15535888830764807
21457,WBGene00270372,733,666,707,745,0.05210298332441294,-0.16171824827826176
21459,WBGene00270374,1,1,1,1,0.0,0.0
21461,WBGene00270376,2,1,3,1,-0.5849625007211563,0.0
21462,WBGene00270377,517,565,416,539,0.31358075217384235,0.06796559455004451
21464,WBGene00270379,551,423,339,265,0.7007670454348137,0.6746653036693883
21465,WBGene00270380,1173,652,767,703,0.612904530525575,-0.10865272484145776
21470,WBGene00270386,1095,1199,1062,1179,0.04414710368438213,0.024267940434460872
21471,WBGene00270387,198,92,161,81,0.29843974196499273,0.18371195317238806
21472,WBGene00270388,47,31,154,69,-1.712197689017264,-1.1543281463912938
21473,WBGene00270389,18,17,184,61,-3.3536369546147005,-1.843274496312547
21475,WBGene00270391,273,154,218,145,0.324572816142926,0.08687745067996676
21476,WBGene00270392,13,4,7,17,0.8930847960834881,-2.0874628412503395
21478,WBGene00270394,247,322,314,306,-0.34625351730694925,0.07352903542196526
21480,WBGene00270396,283,185,283,251,0.0,-0.44016209343445983
21481,WBGene00270397,387,452,108,150,1.8413022539809418,1.5913602719193067
21482,WBGene00270398,323,161,320,160,0.013462259806562427,0.008988783227254759
21485,WBGene00270401,3,6,9,14,-1.5849625007211563,-1.222392421336448
21488,WBGene00270404,11,1,12,3,-0.12553088208385899,-1.5849625007211563
21491,WBGene00270407,14,18,10,3,0.48542682717024166,2.584962500721156
21492,WBGene00270408,3,1,3,1,0.0,0.0
21494,WBGene00270410,112,98,238,110,-1.0874628412503393,-0.16664986940945145
21497,WBGene00270413,70,44,76,36,-0.11864449649861908,0.289506617194985
21499,WBGene00270415,89,82,97,92,-0.12417941122073,-0.16600995143892924
21500,WBGene00270416,8,7,12,7,-0.5849625007211563,0.0
21502,WBGene00270418,1,1,3,1,-1.5849625007211563,0.0
21503,WBGene00270419,13,61,20,28,-0.6214883767462701,1.123382415505282
21504,WBGene00270420,1,1,4,5,-2.0,-2.321928094887362
21506,WBGene00270422,11,22,1,2,3.4594316186372973,3.4594316186372973
21507,WBGene00270423,74,80,1,1,6.20945336562895,6.321928094887363
21510,WBGene00270426,133,56,93,58,0.5161236243931583,-0.05062607306996795
21511,WBGene00270427,430,412,426,439,0.01348322936362192,-0.09157660235213988
21513,WBGene00270429,82,43,170,381,-1.051838931519618,-3.147382432791224
21514,WBGene00270430,10,6,10,5,0.0,0.2630344058337938
21516,WBGene00270432,18,8,16,3,0.16992500144231237,1.4150374992788437
21518,WBGene00270434,967,627,1008,673,-0.059907844023075224,-0.10214106180827812
21519,WBGene00270435,38,18,33,18,0.20353339408513216,0.0
21521,WBGene00270437,51,3,52,5,-0.028014376169596632,-0.7369655941662062
21523,WBGene00270439,1,1,1,1,0.0,0.0
21524,WBGene00270440,3,2,2,1,0.5849625007211562,1.0
21525,WBGene00270441,2,4,10,1,-2.321928094887362,2.0
21527,WBGene00270443,35,26,46,42,-0.3942789391120463,-0.6918777046376681
21528,WBGene00270444,254,217,234,170,0.11831996718876123,0.3521602963067775
21529,WBGene00270445,322,279,539,363,-0.7432245846378885,-0.37970442616656314
21530,WBGene00270446,192,137,213,150,-0.14974711950468203,-0.13078660753535418
21531,WBGene00270447,1,1,3,1,-1.5849625007211563,0.0
21532,WBGene00270448,3,1,4,4,-0.4150374992788438,-2.0
21533,WBGene00270449,7,1,7,1,0.0,0.0
21534,WBGene00270450,11,5,4,2,1.4594316186372973,1.3219280948873624
21535,WBGene00270451,719,490,547,432,0.3944509376467413,0.18175043683910208
21536,WBGene00270452,1,1,2,1,-1.0,0.0
21537,WBGene00270453,1318,1046,238,222,2.469316891700108,2.2362512698968353
21539,WBGene00270455,3,5,5,1,-0.7369655941662062,2.321928094887362
21541,WBGene00270457,1977,1806,2014,1807,-0.026750812277576735,-0.0007986133837412847
21542,WBGene00270458,5,2,12,3,-1.2630344058337937,-0.5849625007211563
21543,WBGene00270459,356,254,388,253,-0.12417941122073,0.005691112077855692
21544,WBGene00270460,88,61,27,21,1.7045441164738286,1.538419914784126
21545,WBGene00270461,30,11,46,11,-0.6166713604484944,0.0
21546,WBGene00270462,13,8,46,11,-1.8231222379159209,-0.4594316186372972
21547,WBGene00270463,5,1,1,1,2.321928094887362,0.0
21548,WBGene00270464,9,1,1,1,3.169925001442312,0.0
21551,WBGene00270467,1361,958,78,62,4.125049132641746,3.949685535349305
21552,WBGene00270468,415,595,419,493,-0.013838907465064458,0.2713020218173943
21553,WBGene00270469,132,80,25,10,2.400537929583729,3.0
21555,WBGene00270471,429,293,428,334,0.0033668510983985308,-0.1889474380518044
21557,WBGene00270473,659,525,647,530,0.026512753015544278,-0.01367493689707654
21558,WBGene00270474,554,316,476,287,0.21892440274124492,0.1388738215014152
21562,WBGene00270478,16,5,19,1,-0.24792751344358557,2.321928094887362
21564,WBGene00270480,121,55,119,49,0.024045473966650913,0.16664986940945128
21565,WBGene00270481,148,102,128,125,0.20945336562894978,-0.29335894269059154
21566,WBGene00270482,4,1,7,4,-0.8073549220576042,-2.0
21568,WBGene00270484,382,379,311,285,0.2966580579051461,0.4112359291189876
21569,WBGene00270485,135,48,26,18,2.3763758789097387,1.4150374992788437
21571,WBGene00270487,241,73,12,9,4.327926835508805,3.019899557437705
21572,WBGene00270488,224,158,205,179,0.12787482255215818,-0.18003502908715358
21573,WBGene00270489,249,244,158,134,0.6562211838909779,0.8646481471051138
21574,WBGene00270490,1,2,5,1,-2.321928094887362,1.0
21579,WBGene00270495,330,290,393,376,-0.25206328801279076,-0.37467976166270284
21580,WBGene00270496,518,375,1062,682,-1.0357597631175999,-0.8628811436409294
21582,WBGene00270498,429,452,164,130,1.3872818328814618,1.7978111493867333
21584,WBGene00270500,21,1,13,8,0.6918777046376682,-3.0
21585,WBGene00270501,465,497,516,487,-0.1501403494278603,0.029324079479943966
21586,WBGene00270502,15,13,15,17,0.0,-0.38702312310924736
21587,WBGene00270503,113,57,140,81,-0.30910405452977874,-0.506959988719883
21588,WBGene00270504,1434,1051,2348,2011,-0.7113873844081475,-0.9361504123431734
21590,WBGene00270506,5,3,3,1,0.7369655941662062,1.584962500721156
21591,WBGene00270507,290,312,342,265,-0.23794342487096337,0.23555366941168676
21592,WBGene00270508,26,5,35,6,-0.42884329880387423,-0.2630344058337938
21594,WBGene00270510,1178,888,1155,901,0.028446687527040767,-0.02096742946343254
21595,WBGene00270511,1616,1664,1722,1742,-0.09165794464504932,-0.06608919045777246
21596,WBGene00270512,6,1,6,4,0.0,-2.0
21598,WBGene00270514,652,633,664,696,-0.026311277115847208,-0.13688180642038705
21602,WBGene00270518,18,14,18,14,0.0,0.0
21603,WBGene00270519,13,17,3,3,2.1154772174199357,2.5025003405291835
21604,WBGene00270520,10,4,16,10,-0.6780719051126377,-1.3219280948873622
21605,WBGene00270521,5,1,11,5,-1.137503523749935,-2.321928094887362
21607,WBGene00270523,2,4,2,1,0.0,2.0
21608,WBGene00270524,3,1,2,1,0.5849625007211562,0.0
21609,WBGene00270525,1,1,50,38,-5.643856189774724,-5.247927513443585
21610,WBGene00270526,43,38,41,52,0.0687127500840143,-0.45251220469750675
21611,WBGene00270527,20,5,10,1,1.0,2.321928094887362
21613,WBGene00270529,4,1,5,3,-0.3219280948873623,-1.5849625007211563
21615,WBGene00270531,85,66,129,109,-0.6018363192855525,-0.7237902054184728
21616,WBGene00270532,1,1,1,1,0.0,0.0
21617,WBGene00270533,7,3,4,8,0.8073549220576041,-1.415037499278844
21618,WBGene00270534,163,141,169,115,-0.05215128205110671,0.2940613014544184
21620,WBGene00270536,7,4,79,65,-3.496425826119499,-4.022367813028454
21621,WBGene00270537,6,2,3,1,1.0,1.0
21623,WBGene00270539,7,1,1,1,2.807354922057604,0.0
21624,WBGene00270540,5,4,3,1,0.7369655941662062,2.0
21625,WBGene00270541,15,17,44,24,-1.5525410230287788,-0.4974996594708167
21626,WBGene00270542,44,9,56,30,-0.34792330342030686,-1.7369655941662063
21627,WBGene00270543,450,414,415,562,0.11681366498274988,-0.44093936272160095
21628,WBGene00270544,37,26,39,21,-0.07594885323329863,0.30812229536233193
21629,WBGene00270545,100,96,85,73,0.23446525363702297,0.3951379418411389
21630,WBGene00270546,190,104,1,1,7.569855608330948,6.700439718141092
21631,WBGene00270547,277,158,314,189,-0.18087858284243863,-0.2584616760439698
21633,WBGene00270549,38,47,1,2,5.247927513443585,4.554588851677638
21634,WBGene00270550,65,38,18,13,1.8524428115861422,1.5474877953024933
21637,WBGene00270553,1,1,30,25,-4.906890595608519,-4.643856189774724
21641,WBGene00270557,39,15,30,18,0.37851162325372983,-0.2630344058337938
21642,WBGene00270558,2,1,1,1,1.0,0.0
21645,WBGene00270561,6,4,9,1,-0.5849625007211563,2.0
21647,WBGene00270563,166,119,147,90,0.17536708651056027,0.40296466697826877
21648,WBGene00270564,532,718,222,342,1.2608665691510836,1.0699875189371535
21650,WBGene00270566,45,11,58,6,-0.3661278987978974,0.874469117916141
21651,WBGene00270567,47,24,19,6,1.306661338234052,2.0
21652,WBGene00270568,254,311,63,73,2.011404763272249,2.090946211250585
21656,WBGene00270572,11,5,17,1,-0.6280312226130421,2.321928094887362
21657,WBGene00270573,97,11,36,1,1.4299878407448154,3.4594316186372973
21659,WBGene00270576,261,168,301,235,-0.20571368018981753,-0.48419952378623937
21660,WBGene00270577,809,637,777,607,0.058225104022267486,0.06959685600061835
21661,WBGene00270578,563,688,543,600,0.052182724275867905,0.19744606420621713
21663,WBGene00270580,624,517,806,397,-0.36923380966571906,0.38102527317197676
21664,WBGene00270581,6,3,2,1,1.584962500721156,1.584962500721156
21665,WBGene00270582,32,13,4,3,3.0,2.1154772174199357
21666,WBGene00270583,11,1,63,5,-2.5178483048626195,-2.321928094887362
21667,WBGene00270584,66,13,16,1,2.0443941193584534,3.700439718141092
21670,WBGene00270587,213,58,25,10,3.0908534304511135,2.5360529002402097
21671,WBGene00270588,364,310,9,5,5.337869638756384,5.954196310386875
21672,WBGene00270589,301,76,301,85,0.0,-0.1614634226941162
21673,WBGene00270590,607,508,571,514,0.08820577089283918,-0.016939862421712193
21675,WBGene00270592,101,127,80,101,0.33628338786443235,0.3304732040203711
21676,WBGene00270593,5,4,4,1,0.32192809488736235,2.0
21677,WBGene00270594,322,261,389,254,-0.272709466871575,0.03922130979771856
